Airport.Code,Airport.Name,Time.Year,Statistics.Flights.Cancelled
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,20
IAD,"Washington, DC: Washington Dulles International",2014,35
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,110
JFK,"New York, NY: John F. Kennedy International",2014,33
LAS,"Las Vegas, NV: McCarran International",2014,116
LAX,"Los Angeles, CA: Los Angeles International",2014,262
LGA,"New York, NY: LaGuardia",2014,212
MCO,"Orlando, FL: Orlando International",2014,25
MDW,"Chicago, IL: Chicago Midway International",2014,42
MIA,"Miami, FL: Miami International",2014,30
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,64
ORD,"Chicago, IL: Chicago O'Hare International",2014,382
PDX,"Portland, OR: Portland International",2014,27
PHL,"Philadelphia, PA: Philadelphia International",2014,30
SAN,"San Diego, CA: San Diego International",2014,89
SEA,"Seattle, WA: Seattle/Tacoma International",2014,36
SFO,"San Francisco, CA: San Francisco International",2014,810
SLC,"Salt Lake City, UT: Salt Lake City International",2014,95
TPA,"Tampa, FL: Tampa International",2014,12
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,287
BOS,"Boston, MA: Logan International",2015,658
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,163
CLT,"Charlotte, NC: Charlotte Douglas International",2015,165
DCA,"Washington, DC: Ronald Reagan Washington National",2015,306
DEN,"Denver, CO: Denver International",2015,295
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,570
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,213
EWR,"Newark, NJ: Newark Liberty International",2015,674
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,149
IAD,"Washington, DC: Washington Dulles International",2015,88
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,182
JFK,"New York, NY: John F. Kennedy International",2015,469
LAS,"Las Vegas, NV: McCarran International",2015,94
LAX,"Los Angeles, CA: Los Angeles International",2015,260
LGA,"New York, NY: LaGuardia",2015,848
MCO,"Orlando, FL: Orlando International",2015,188
MDW,"Chicago, IL: Chicago Midway International",2015,210
MIA,"Miami, FL: Miami International",2015,133
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,118
ORD,"Chicago, IL: Chicago O'Hare International",2015,1218
PDX,"Portland, OR: Portland International",2015,19
PHL,"Philadelphia, PA: Philadelphia International",2015,310
SAN,"San Diego, CA: San Diego International",2015,47
SEA,"Seattle, WA: Seattle/Tacoma International",2015,67
SFO,"San Francisco, CA: San Francisco International",2015,307
SLC,"Salt Lake City, UT: Salt Lake City International",2015,76
TPA,"Tampa, FL: Tampa International",2015,100
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,1004
BOS,"Boston, MA: Logan International",2015,1123
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,341
CLT,"Charlotte, NC: Charlotte Douglas International",2015,503
DCA,"Washington, DC: Ronald Reagan Washington National",2015,545
DEN,"Denver, CO: Denver International",2015,408
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,2077
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,411
EWR,"Newark, NJ: Newark Liberty International",2015,641
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,212
IAD,"Washington, DC: Washington Dulles International",2015,140
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,261
JFK,"New York, NY: John F. Kennedy International",2015,488
LAS,"Las Vegas, NV: McCarran International",2015,163
LAX,"Los Angeles, CA: Los Angeles International",2015,354
LGA,"New York, NY: LaGuardia",2015,1050
MCO,"Orlando, FL: Orlando International",2015,281
MDW,"Chicago, IL: Chicago Midway International",2015,438
MIA,"Miami, FL: Miami International",2015,188
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,178
ORD,"Chicago, IL: Chicago O'Hare International",2015,1747
PDX,"Portland, OR: Portland International",2015,29
PHL,"Philadelphia, PA: Philadelphia International",2015,246
SAN,"San Diego, CA: San Diego International",2015,105
SEA,"Seattle, WA: Seattle/Tacoma International",2015,76
SFO,"San Francisco, CA: San Francisco International",2015,370
SLC,"Salt Lake City, UT: Salt Lake City International",2015,66
TPA,"Tampa, FL: Tampa International",2015,155
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,298
BOS,"Boston, MA: Logan International",2015,238
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,342
CLT,"Charlotte, NC: Charlotte Douglas International",2015,125
DCA,"Washington, DC: Ronald Reagan Washington National",2015,362
DEN,"Denver, CO: Denver International",2015,173
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,1199
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,174
EWR,"Newark, NJ: Newark Liberty International",2015,563
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,128
IAD,"Washington, DC: Washington Dulles International",2015,82
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,240
JFK,"New York, NY: John F. Kennedy International",2015,406
LAS,"Las Vegas, NV: McCarran International",2015,96
LAX,"Los Angeles, CA: Los Angeles International",2015,196
LGA,"New York, NY: LaGuardia",2015,747
MCO,"Orlando, FL: Orlando International",2015,150
MDW,"Chicago, IL: Chicago Midway International",2015,275
MIA,"Miami, FL: Miami International",2015,126
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,103
ORD,"Chicago, IL: Chicago O'Hare International",2015,757
PDX,"Portland, OR: Portland International",2015,15
PHL,"Philadelphia, PA: Philadelphia International",2015,262
SAN,"San Diego, CA: San Diego International",2015,67
SEA,"Seattle, WA: Seattle/Tacoma International",2015,24
SFO,"San Francisco, CA: San Francisco International",2015,175
SLC,"Salt Lake City, UT: Salt Lake City International",2015,32
TPA,"Tampa, FL: Tampa International",2015,86
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,113
BOS,"Boston, MA: Logan International",2015,68
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,45
CLT,"Charlotte, NC: Charlotte Douglas International",2015,63
DCA,"Washington, DC: Ronald Reagan Washington National",2015,57
DEN,"Denver, CO: Denver International",2015,154
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,376
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,45
EWR,"Newark, NJ: Newark Liberty International",2015,127
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,29
IAD,"Washington, DC: Washington Dulles International",2015,23
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,233
JFK,"New York, NY: John F. Kennedy International",2015,101
LAS,"Las Vegas, NV: McCarran International",2015,35
LAX,"Los Angeles, CA: Los Angeles International",2015,109
LGA,"New York, NY: LaGuardia",2015,209
MCO,"Orlando, FL: Orlando International",2015,44
MDW,"Chicago, IL: Chicago Midway International",2015,65
MIA,"Miami, FL: Miami International",2015,34
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,38
ORD,"Chicago, IL: Chicago O'Hare International",2015,583
PDX,"Portland, OR: Portland International",2015,17
PHL,"Philadelphia, PA: Philadelphia International",2015,23
SAN,"San Diego, CA: San Diego International",2015,43
SEA,"Seattle, WA: Seattle/Tacoma International",2015,49
SFO,"San Francisco, CA: San Francisco International",2015,124
SLC,"Salt Lake City, UT: Salt Lake City International",2015,52
TPA,"Tampa, FL: Tampa International",2015,18
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,154
BOS,"Boston, MA: Logan International",2015,79
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,65
CLT,"Charlotte, NC: Charlotte Douglas International",2015,57
DCA,"Washington, DC: Ronald Reagan Washington National",2015,85
DEN,"Denver, CO: Denver International",2015,129
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,839
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,52
EWR,"Newark, NJ: Newark Liberty International",2015,123
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,41
IAD,"Washington, DC: Washington Dulles International",2015,19
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,350
JFK,"New York, NY: John F. Kennedy International",2015,84
LAS,"Las Vegas, NV: McCarran International",2015,71
LAX,"Los Angeles, CA: Los Angeles International",2015,108
LGA,"New York, NY: LaGuardia",2015,278
MCO,"Orlando, FL: Orlando International",2015,60
MDW,"Chicago, IL: Chicago Midway International",2015,88
MIA,"Miami, FL: Miami International",2015,28
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,54
ORD,"Chicago, IL: Chicago O'Hare International",2015,336
PDX,"Portland, OR: Portland International",2015,24
PHL,"Philadelphia, PA: Philadelphia International",2015,53
SAN,"San Diego, CA: San Diego International",2015,62
SEA,"Seattle, WA: Seattle/Tacoma International",2015,36
SFO,"San Francisco, CA: San Francisco International",2015,150
SLC,"Salt Lake City, UT: Salt Lake City International",2015,31
TPA,"Tampa, FL: Tampa International",2015,30
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,298
BOS,"Boston, MA: Logan International",2015,138
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,226
CLT,"Charlotte, NC: Charlotte Douglas International",2015,88
DCA,"Washington, DC: Ronald Reagan Washington National",2015,169
DEN,"Denver, CO: Denver International",2015,236
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,397
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,109
EWR,"Newark, NJ: Newark Liberty International",2015,359
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,98
IAD,"Washington, DC: Washington Dulles International",2015,66
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,405
JFK,"New York, NY: John F. Kennedy International",2015,112
LAS,"Las Vegas, NV: McCarran International",2015,109
LAX,"Los Angeles, CA: Los Angeles International",2015,277
LGA,"New York, NY: LaGuardia",2015,392
MCO,"Orlando, FL: Orlando International",2015,112
MDW,"Chicago, IL: Chicago Midway International",2015,216
MIA,"Miami, FL: Miami International",2015,51
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,120
ORD,"Chicago, IL: Chicago O'Hare International",2015,1304
PDX,"Portland, OR: Portland International",2015,25
PHL,"Philadelphia, PA: Philadelphia International",2015,61
SAN,"San Diego, CA: San Diego International",2015,80
SEA,"Seattle, WA: Seattle/Tacoma International",2015,75
SFO,"San Francisco, CA: San Francisco International",2015,272
SLC,"Salt Lake City, UT: Salt Lake City International",2015,39
TPA,"Tampa, FL: Tampa International",2015,66
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,80
BOS,"Boston, MA: Logan International",2015,85
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,48
CLT,"Charlotte, NC: Charlotte Douglas International",2015,60
DCA,"Washington, DC: Ronald Reagan Washington National",2015,102
DEN,"Denver, CO: Denver International",2015,126
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,159
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,58
EWR,"Newark, NJ: Newark Liberty International",2015,237
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,31
IAD,"Washington, DC: Washington Dulles International",2015,34
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,163
JFK,"New York, NY: John F. Kennedy International",2015,102
LAS,"Las Vegas, NV: McCarran International",2015,53
LAX,"Los Angeles, CA: Los Angeles International",2015,288
LGA,"New York, NY: LaGuardia",2015,332
MCO,"Orlando, FL: Orlando International",2015,52
MDW,"Chicago, IL: Chicago Midway International",2015,62
MIA,"Miami, FL: Miami International",2015,45
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,53
ORD,"Chicago, IL: Chicago O'Hare International",2015,561
PDX,"Portland, OR: Portland International",2015,10
PHL,"Philadelphia, PA: Philadelphia International",2015,31
SAN,"San Diego, CA: San Diego International",2015,57
SEA,"Seattle, WA: Seattle/Tacoma International",2015,36
SFO,"San Francisco, CA: San Francisco International",2015,194
SLC,"Salt Lake City, UT: Salt Lake City International",2015,26
TPA,"Tampa, FL: Tampa International",2015,22
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,117
BOS,"Boston, MA: Logan International",2015,97
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,131
CLT,"Charlotte, NC: Charlotte Douglas International",2015,129
DCA,"Washington, DC: Ronald Reagan Washington National",2015,116
DEN,"Denver, CO: Denver International",2015,96
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,168
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,60
EWR,"Newark, NJ: Newark Liberty International",2015,160
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,57
IAD,"Washington, DC: Washington Dulles International",2015,31
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,172
JFK,"New York, NY: John F. Kennedy International",2015,82
LAS,"Las Vegas, NV: McCarran International",2015,66
LAX,"Los Angeles, CA: Los Angeles International",2015,248
LGA,"New York, NY: LaGuardia",2015,186
MCO,"Orlando, FL: Orlando International",2015,81
MDW,"Chicago, IL: Chicago Midway International",2015,52
MIA,"Miami, FL: Miami International",2015,74
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,50
ORD,"Chicago, IL: Chicago O'Hare International",2015,646
PDX,"Portland, OR: Portland International",2015,12
PHL,"Philadelphia, PA: Philadelphia International",2015,54
SAN,"San Diego, CA: San Diego International",2015,57
SEA,"Seattle, WA: Seattle/Tacoma International",2015,28
SFO,"San Francisco, CA: San Francisco International",2015,165
SLC,"Salt Lake City, UT: Salt Lake City International",2015,31
TPA,"Tampa, FL: Tampa International",2015,42
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,29
BOS,"Boston, MA: Logan International",2015,45
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,25
CLT,"Charlotte, NC: Charlotte Douglas International",2015,42
DCA,"Washington, DC: Ronald Reagan Washington National",2015,67
DEN,"Denver, CO: Denver International",2015,40
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,59
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,24
EWR,"Newark, NJ: Newark Liberty International",2015,61
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,21
IAD,"Washington, DC: Washington Dulles International",2015,4
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,46
JFK,"New York, NY: John F. Kennedy International",2015,42
LAS,"Las Vegas, NV: McCarran International",2015,23
LAX,"Los Angeles, CA: Los Angeles International",2015,100
LGA,"New York, NY: LaGuardia",2015,117
MCO,"Orlando, FL: Orlando International",2015,17
MDW,"Chicago, IL: Chicago Midway International",2015,10
MIA,"Miami, FL: Miami International",2015,30
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015,21
ORD,"Chicago, IL: Chicago O'Hare International",2015,327
PDX,"Portland, OR: Portland International",2015,5
PHL,"Philadelphia, PA: Philadelphia International",2015,27
SAN,"San Diego, CA: San Diego International",2015,20
SEA,"Seattle, WA: Seattle/Tacoma International",2015,23
SFO,"San Francisco, CA: San Francisco International",2015,78
SLC,"Salt Lake City, UT: Salt Lake City International",2015,9
TPA,"Tampa, FL: Tampa International",2015,9
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015,37
BOS,"Boston, MA: Logan International",2015,57
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015,11
CLT,"Charlotte, NC: Charlotte Douglas International",2015,34
DCA,"Washington, DC: Ronald Reagan Washington National",2015,50
DEN,"Denver, CO: Denver International",2015,42
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015,429
DTW,"Detroit, MI: Detroit Metro Wayne County",2015,22
EWR,"Newark, NJ: Newark Liberty International",2015,92
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015,43
IAD,"Washington, DC: Washington Dulles International",2015,7
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015,88
JFK,"New York, NY: John F. Kennedy International",2015,38
LAS,"Las Vegas, NV: McCarran International",2015,27
LAX,"Los Angeles, CA: Los Angeles International",2015,78
LGA,"New York, NY: LaGuardia",2015,116
MCO,"Orlando, FL: Orlando International",2015,23
